   600.5000      4.356246079851873E-002  3.097388604616046E-003
   650.5000      2.902848423134536E-002  2.113758426140405E-003
   700.5000      2.358085227998905E-002  1.849143978300684E-003
   750.5000      2.645376878473908E-002  1.716325642036340E-003
   800.5000      2.555434317405336E-002  1.600040185928668E-003
   850.5000      2.062492511905730E-002  1.292419129075322E-003
   900.5000      1.561550275898073E-002  9.376190909881905E-004
   950.5000      9.425219955919311E-003  6.033349863007398E-004
   1000.500      5.678406051513739E-003  4.197897329053358E-004
   1050.500      6.166804440638516E-003  3.684784326514345E-004
   1100.500      6.550000721917022E-003  3.544462465800603E-004
   1150.500      5.838208539334592E-003  3.159456444785315E-004
   1200.500      4.039759014162701E-003  2.523484235768081E-004
   1250.500      3.483902697684243E-003  1.887162511212055E-004
   1300.500      2.574357404006296E-003  1.428069892649051E-004
   1350.500      2.733601502657402E-003  1.365691484208952E-004
   1400.500      2.742778968466446E-003  1.350850517766498E-004
   1450.500      2.296885475547169E-003  1.172619498401234E-004
   1500.500      2.009061138723046E-003  9.329516036311151E-005
   1550.500      1.223593263196235E-003  7.101467826526701E-005
   1600.500      1.178693684496102E-003  5.262267137282039E-005
   1650.500      9.339160880009877E-004  4.518018071939257E-005
   1700.500      8.224250808983925E-004  4.193511678863616E-005
   1750.500      8.099230241045007E-004  3.816806860302576E-005
   1800.500      7.430897600151366E-004  3.242546268511979E-005
   1850.500      5.433840029152635E-004  2.649045357521080E-005
   1900.500      4.616531997197308E-004  2.117249639909346E-005
   1950.500      4.295806291971530E-004  1.826949666245408E-005
   2000.500      3.573684197444527E-004  1.643547714443972E-005
   2075.500      3.360343806254969E-004  9.629520547068746E-006
   2175.500      2.061970140912308E-004  7.046160798304964E-006
   2275.500      1.458867779524735E-004  4.778548072032595E-006
   2375.500      1.205574313313991E-004  3.997773666080113E-006
   2475.500      9.366229471343104E-005  3.272129013611553E-006
   2625.500      5.783977923041675E-005  1.658068474407625E-006
   2825.500      3.205164659465481E-005  1.209710455093713E-006
   3025.500      1.730297480764875E-005  9.131556613145230E-007
   3325.500      7.586789615245380E-006  5.180665807389633E-007
   3725.500      1.984300610281604E-006  4.020419132114121E-007
   4125.500      3.958595022353442E-007  3.283864306751184E-007
   350.5000      3.578818659703052E-003  8.873699627815777E-004
   400.5000     -3.402321657799398E-004  6.139472159077405E-004
   450.5000     -2.449462095944036E-003  4.107688724637625E-004
   500.5000     -1.447491266299003E-003  2.931867694798271E-004
   550.5000      3.489198425828105E-005  2.331875275935327E-004
   600.5000      7.500332312621138E-004  2.114406144905616E-004
   650.5000     -4.034779523481190E-004  1.971378499357485E-004
   700.5000     -9.901061090956500E-004  1.813634781620490E-004
   750.5000     -1.671212447250145E-003  1.487355394494556E-004
   800.5000     -9.348893047182355E-004  1.043007531026667E-004
   850.5000     -3.242063308649016E-005  7.981124133144646E-005
   900.5000      3.757878390364567E-004  7.497939815384637E-005
   950.5000      3.513920845279972E-004  6.736509518833908E-005
   1000.500     -1.609348666281432E-004  5.810996477066411E-005
   1050.500     -4.209959688671370E-004  4.820791895499257E-005
   1100.500     -4.336386920989025E-004  3.690001857219770E-005
   1150.500     -1.502316206301839E-004  2.902270681009639E-005
   1200.500      6.847177948758743E-005  2.511651847233344E-005
   1250.500     -4.131245653658387E-005  2.407855512363699E-005
   1300.500     -1.358518822745282E-004  2.215919953417397E-005
   1350.500     -2.054224397322832E-004  1.977456179254657E-005
   1400.500     -1.792295537492828E-004  1.638197565036221E-005
   1450.500     -1.009660819946475E-004  1.312300965344831E-005
   1500.500     -4.239406987167317E-006  1.117144553370104E-005
   1550.500      5.419470102622608E-006  1.016963119668357E-005
   1600.500     -1.926013130333204E-005  8.918535715524999E-006
   1650.500     -7.098204150010133E-005  7.917125450206764E-006
   1700.500     -6.689451782551260E-005  6.855344668482265E-006
   1750.500     -4.286678311892501E-005  5.750331506354186E-006
   1800.500     -2.514132274852955E-005  4.944856445676304E-006
   1850.500     -8.773835738197839E-006  4.494227172883946E-006
   1900.500     -1.723580228184716E-005  4.019351691641667E-006
   1950.500     -3.343494515842394E-005  3.824527190704196E-006
   2000.500     -2.844726321984126E-005  3.400883340857671E-006
   2075.500     -1.891508213763700E-005  1.972673502126577E-006
   2175.500     -4.987080978546539E-006  1.519472165481460E-006
   2275.500     -9.011975000623807E-006  1.322694051422328E-006
   2375.500     -8.123902391837418E-006  1.137213201479519E-006
   2475.500     -3.217425941884808E-006  9.463323720786542E-007
   2625.500     -3.584775333073935E-006  5.444542090037037E-007
   2825.500     -9.707698403146397E-007  4.490800765116954E-007
   3025.500     -1.144818150103416E-006  3.712263130407264E-007
   3325.500     -1.047683921875833E-007  2.323566479673176E-007
   3725.500     -2.740272015464086E-007  2.086057908102628E-007
   4125.500      7.311773481901843E-008  2.041069540840934E-007
   350.5000      8.097316407486505E-004  9.677010812356645E-005
   400.5000      9.016583116483526E-004  7.979286061693554E-005
   450.5000      5.060051537081017E-004  4.759652992426247E-005
   500.5000      2.052064158508438E-004  2.251310706562502E-005
   550.5000      1.936975264955254E-004  1.759885573872262E-005
   600.5000      3.313775760791031E-004  2.888098233647675E-005
   650.5000      4.750455130600312E-004  3.538746857682609E-005
   700.5000      4.974983938517108E-004  3.239493947623816E-005
   750.5000      3.215027731207374E-004  2.285949153609129E-005
   800.5000      1.644017338459889E-004  1.221485968697346E-005
   850.5000      9.837693960736942E-005  9.977152675380350E-006
   900.5000      1.867298828854109E-004  1.291588812546294E-005
   950.5000      2.886528761019145E-004  1.576202577124063E-005
   1000.500      2.683226402990113E-004  1.572302037629390E-005
   1050.500      1.798054789712478E-004  1.198887422017568E-005
   1100.500      9.478192367838347E-005  7.546471529222206E-006
   1150.500      5.869916027957516E-005  4.934055616787550E-006
   1200.500      7.870417095378797E-005  5.374858173089005E-006
   1250.500      9.729881345509056E-005  6.229422905875509E-006
   1300.500      1.104457218791504E-004  6.559946617741835E-006
   1350.500      9.328525963606808E-005  5.572689059344310E-006
   1400.500      6.186197922977953E-005  3.916944141347296E-006
   1450.500      3.602961406681061E-005  2.828893542239882E-006
   1500.500      3.778613840795515E-005  2.736433694007639E-006
   1550.500      4.445302249621818E-005  3.059422247138898E-006
   1600.500      4.783248328156333E-005  3.130363109948183E-006
   1650.500      4.692508395228288E-005  2.729618522896619E-006
   1700.500      3.233315951148143E-005  2.258524604764582E-006
   1750.500      1.950127472804525E-005  1.751769160957866E-006
   1800.500      1.523535994583653E-005  1.558110121402138E-006
   1850.500      1.705579717443470E-005  1.624656622370107E-006
   1900.500      2.104671264534318E-005  1.591154584826963E-006
   1950.500      1.840523100565861E-005  1.616334812349824E-006
   2000.500      1.236780679037793E-005  1.445753712168481E-006
   2075.500      8.856478673333185E-006  8.027146834881518E-007
   2175.500      6.655749943078036E-006  7.570411190143604E-007
   2275.500      6.892084161944467E-006  7.158447993502183E-007
   2375.500      3.881153954207832E-006  6.588655909600380E-007
   2475.500      3.040864041080908E-006  5.964631625389598E-007
   2625.500      2.068882056370924E-006  4.143049942016063E-007
   2825.500      1.480660412633081E-006  3.813767961616792E-007
   3025.500      4.348979188189406E-007  3.923871369744024E-007
   3325.500     -4.200747425077997E-007  2.645573204336167E-007
   3725.500      3.085118862127652E-008  2.889257597005075E-007
   4125.500     -1.180042343492692E-007  2.996072596809806E-007
   600.5000      3.842381526989862E-002  1.176261687681123E-003
   650.5000      2.749368491769768E-002  8.090146665402171E-004
   700.5000      2.392375063505024E-002  6.540438471770262E-004
   750.5000      2.504468989949673E-002  6.154120449600352E-004
   800.5000      2.409004921915941E-002  5.558324717624545E-004
   850.5000      2.091009889128618E-002  4.684640900047585E-004
   900.5000      1.457625727969222E-002  3.310944289494741E-004
   950.5000      9.251258626710623E-003  2.240340660234471E-004
   1000.500      7.064533434475306E-003  1.608094538747737E-004
   1050.500      6.239012394924648E-003  1.485511905518015E-004
   1100.500      6.335412224282045E-003  1.328191804328922E-004
   1150.500      5.867054490707815E-003  1.197290672772209E-004
   1200.500      4.541703374306671E-003  9.548432421741924E-005
   1250.500      3.379831393943168E-003  7.468752572969068E-005
   1300.500      2.711574704488739E-003  6.119660361204915E-005
   1350.500      2.647729652737034E-003  5.612396640220113E-005
   1400.500      2.637148477685405E-003  5.247648778611326E-005
   1450.500      2.460285663440591E-003  4.638039901594474E-005
   1500.500      1.917746931726579E-003  4.045661532673856E-005
   1550.500      1.414488448281772E-003  3.193289175285960E-005
   1600.500      1.075164109239995E-003  2.511682135566526E-005
   1650.500      9.052868212797330E-004  2.228469353548598E-005
   1700.500      8.764842512723408E-004  2.021702545322853E-005
   1750.500      8.086195876167039E-004  1.907658228533854E-005
   1800.500      6.742832330940291E-004  1.760927381912183E-005
   1850.500      5.873784207893186E-004  1.470196827812879E-005
   1900.500      4.407193405819998E-004  1.240864426091158E-005
   1950.500      4.070061372077908E-004  1.177540830219979E-005
   2000.500      3.620848639856558E-004  1.098648740334075E-005
   2075.500      3.115176713018445E-004  6.834848999409923E-006
   2175.500      2.136398612435733E-004  5.352836585397656E-006
   2275.500      1.394248970629633E-004  4.423984686311432E-006
   2375.500      1.224543385529614E-004  3.891500944929828E-006
   2475.500      8.240116133736592E-005  3.304359962084128E-006
   2625.500      5.832636096924034E-005  2.063326568301820E-006
   2825.500      3.348912086417840E-005  1.614552865348335E-006
   3025.500      1.637963605387540E-005  1.413756195663188E-006
   3325.500      8.049152957022443E-006  9.191021562650626E-007
   3725.500      1.270932178377850E-006  7.758565397332348E-007
   4125.500     -4.342865794823653E-007  7.106449669945043E-007
   350.5000      4.410521008926443E-003  4.214459185167423E-004
   400.5000     -3.408874960105346E-004  2.639566552242081E-004
   450.5000     -2.264800367373973E-003  2.070559557582695E-004
   500.5000     -1.316660365826392E-003  1.449544699278337E-004
   550.5000      3.549626933068608E-005  1.216412300842133E-004
   600.5000      4.760332924562317E-004  8.694487796536608E-005
   650.5000     -4.219476779782781E-004  7.858257794824738E-005
   700.5000     -1.326476968884235E-003  7.135041140129710E-005
   750.5000     -1.526465348035563E-003  5.835823016796999E-005
   800.5000     -8.967194124875823E-004  4.475359181540047E-005
   850.5000      4.447151458634174E-005  3.764782857325415E-005
   900.5000      4.616173647576943E-004  3.381285779566989E-005
   950.5000      2.556293416873086E-004  2.921330911198606E-005
   1000.500     -1.841410018986789E-004  2.571840465484101E-005
   1050.500     -4.127076274262799E-004  2.198512615026112E-005
   1100.500     -3.673776629810163E-004  1.827156157879881E-005
   1150.500     -1.239509643312522E-004  1.555504860235428E-005
   1200.500      4.038949439518455E-006  1.441827224024308E-005
   1250.500     -6.593342291008381E-006  1.320479211089629E-005
   1300.500     -1.397788089527967E-004  1.137978422148344E-005
   1350.500     -2.065845982828614E-004  1.072345752225293E-005
   1400.500     -1.888306328513136E-004  9.766670011776039E-006
   1450.500     -7.832738709335899E-005  8.370345113873595E-006
   1500.500      9.717462472080424E-007  7.804224576683298E-006
   1550.500      1.753483367396199E-005  6.672087751130194E-006
   1600.500     -2.781668853784854E-005  6.384372427563686E-006
   1650.500     -5.749020042496340E-005  6.021344346849162E-006
   1700.500     -6.772239387952141E-005  5.306302107674958E-006
   1750.500     -4.486450350736959E-005  4.891333954393849E-006
   1800.500     -1.844047386397171E-005  4.468913958336325E-006
   1850.500     -5.529132005592142E-006  4.224518375898241E-006
   1900.500     -2.436457060863404E-005  3.884136581458957E-006
   1950.500     -3.486619557880658E-005  3.583154816702869E-006
   2000.500     -2.637815303995012E-005  3.452019070319663E-006
   2075.500     -1.543213960836056E-005  2.255727207252192E-006
   2175.500     -4.002623322805942E-006  1.845072590631748E-006
   2275.500     -1.145833879275756E-005  1.748558316757535E-006
   2375.500     -9.865278071004014E-006  1.671867579682840E-006
   2475.500     -4.671911784256868E-006  1.486264547921054E-006
   2625.500     -3.430495773332022E-006  1.003576271815233E-006
   2825.500     -7.151813543592688E-007  8.972672161187767E-007
   3025.500     -2.890186583090246E-006  8.223281580149834E-007
   3325.500      3.902743273755163E-007  5.251029692686114E-007
   3725.500     -3.698909794403264E-007  5.192264086692429E-007
   4125.500      1.881403605032191E-007  5.585812920858661E-007
   350.5000      9.481830244648154E-004  4.384554654741847E-005
   400.5000      9.161603450583061E-004  3.656692642814962E-005
   450.5000      5.515728111243516E-004  2.360257078431881E-005
   500.5000      2.194389836485789E-004  1.294315425211337E-005
   550.5000      1.646353618896319E-004  1.107217381708085E-005
   600.5000      3.335003647011763E-004  1.424218148160587E-005
   650.5000      4.845815796894022E-004  1.650337354202131E-005
   700.5000      5.031255821183731E-004  1.573739099109035E-005
   750.5000      3.300942271553504E-004  1.132159401992854E-005
   800.5000      1.626886146885227E-004  7.241038502800203E-006
   850.5000      1.186586656724103E-004  6.203347052673665E-006
   900.5000      2.004720790730062E-004  7.584725138865761E-006
   950.5000      2.743959956279287E-004  8.742289890403452E-006
   1000.500      2.747065957233281E-004  8.507110479898140E-006
   1050.500      1.839622981565481E-004  6.933770425635530E-006
   1100.500      1.080429329557228E-004  4.897134277947907E-006
   1150.500      6.706981203462420E-005  3.878688000097096E-006
   1200.500      7.308563586570016E-005  4.362444789993159E-006
   1250.500      1.167613529173104E-004  4.784287114098639E-006
   1300.500      1.193384636432165E-004  4.610495601577943E-006
   1350.500      9.064560352991975E-005  4.107747644499653E-006
   1400.500      5.244160388881937E-005  3.343231066077733E-006
   1450.500      3.655729774537576E-005  3.101918602549133E-006
   1500.500      3.346515219769572E-005  2.985011061547719E-006
   1550.500      4.873077447096876E-005  3.044618156138857E-006
   1600.500      5.232644262205213E-005  3.140888397803486E-006
   1650.500      4.174734893335881E-005  2.999677495791429E-006
   1700.500      2.565505354387824E-005  2.821545629177076E-006
   1750.500      1.778638833380455E-005  2.691311985366679E-006
   1800.500      1.719673889787146E-005  2.535809257134693E-006
   1850.500      1.790825287780080E-005  2.387039576459350E-006
   1900.500      2.333450453293608E-005  2.461932178826202E-006
   1950.500      1.468160975928072E-005  2.439315491303959E-006
   2000.500      1.502681486405663E-005  2.429841729014335E-006
   2075.500      8.128109082610990E-006  1.661261780995000E-006
   2175.500      5.885366195768244E-006  1.519463211681964E-006
   2275.500      7.614184173843910E-006  1.594644481197894E-006
   2375.500      3.787998992552673E-006  1.531678887445498E-006
   2475.500      4.434702676562007E-007  1.520379044480753E-006
   2625.500      3.157941661499226E-007  1.065096762498795E-006
   2825.500      3.251539137910514E-006  1.092735851300183E-006
   3025.500     -9.212141285949739E-007  1.044461597367007E-006
   3325.500     -6.661084222979002E-007  8.016777259778888E-007
   3725.500     -1.171022569974826E-006  8.030805678146201E-007
   4125.500      2.197639286307061E-007  8.759667280131167E-007
