326.000000 3.750000e+02 3.505000e+02
376.000000 4.250000e+02 4.005000e+02
426.000000 4.750000e+02 4.505000e+02
476.000000 5.250000e+02 5.005000e+02
526.000000 5.750000e+02 5.505000e+02
576.000000 6.250000e+02 6.005000e+02
626.000000 6.750000e+02 6.505000e+02
676.000000 7.250000e+02 7.005000e+02
726.000000 7.750000e+02 7.505000e+02
776.000000 8.250000e+02 8.005000e+02
826.000000 8.750000e+02 8.505000e+02
876.000000 9.250000e+02 9.005000e+02
926.000000 9.750000e+02 9.505000e+02
976.000000 1.025000e+03 1.000500e+03
1026.000000 1.075000e+03 1.050500e+03
1076.000000 1.125000e+03 1.100500e+03
1126.000000 1.175000e+03 1.150500e+03
1176.000000 1.225000e+03 1.200500e+03
1226.000000 1.275000e+03 1.250500e+03
1276.000000 1.325000e+03 1.300500e+03
1326.000000 1.375000e+03 1.350500e+03
1376.000000 1.425000e+03 1.400500e+03
1426.000000 1.475000e+03 1.450500e+03
1476.000000 1.525000e+03 1.500500e+03
1526.000000 1.575000e+03 1.550500e+03
1576.000000 1.625000e+03 1.600500e+03
1626.000000 1.675000e+03 1.650500e+03
1676.000000 1.725000e+03 1.700500e+03
1726.000000 1.775000e+03 1.750500e+03
1776.000000 1.825000e+03 1.800500e+03
1826.000000 1.875000e+03 1.850500e+03
1876.000000 1.925000e+03 1.900500e+03
1926.000000 1.975000e+03 1.950500e+03
1976.000000 2.025000e+03 2.000500e+03
2026.000000 2.125000e+03 2.075500e+03
2126.000000 2.225000e+03 2.175500e+03
2226.000000 2.325000e+03 2.275500e+03
2326.000000 2.425000e+03 2.375500e+03
2426.000000 2.525000e+03 2.475500e+03
2526.000000 2.725000e+03 2.625500e+03
2726.000000 2.925000e+03 2.825500e+03
2926.000000 3.125000e+03 3.025500e+03
3126.000000 3.525000e+03 3.325500e+03
3526.000000 3.925000e+03 3.725500e+03
3926.000000 4.325000e+03 4.125500e+03
4326.000000 4.725000e+03 4.525500e+03
4726.000000 5.125000e+03 4.925500e+03
5126.000000 5.525000e+03 5.325500e+03
5526.000000 5.925000e+03 5.725500e+03
5926.000000 6.325000e+03 6.125500e+03
6326.000000 7.125000e+03 6.725500e+03
7126.000000 7.925000e+03 7.525500e+03
